user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",1535975,Moon,Little People,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",1455764,Loud Pipes,Ratatat,1,instrumental,0.992305994034,87.9633636475,not_danceable,1,major
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670106,Rawnald Gregory Erickson the Second,Starfucker,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2671568,World Goes Round,Slightly Stoopid,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670027,Truth,Alexander,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670019,Million Young,Hammock,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670143,Everlasting Light,The Black Keys,1,instrumental,0.929138064384,89.3088989258,danceable,0.872232973576,major
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",1455760,Swisha,Ratatatatatatatatat,1,instrumental,1,95.1505203247,not_danceable,1,minor
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670037,Feathers,Midori Hirano,1
141334,282930,Procrastinator's Guide To Success,"procrastinate, study, finish, focus, chill",2670095,Fix You,Coldplay,1
