user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
4266,38785,Summertime!,"summer, 90s, party",307250,Uh La La La,Alexia
4266,38785,Summertime!,"summer, 90s, party",307261,Coco Jamboo,Mr. President
4266,38785,Summertime!,"summer, 90s, party",307258,Everybody,DJ Bobo
4266,38785,Summertime!,"summer, 90s, party",307257,I Wanna B With U,Fun Factory
4266,38785,Summertime!,"summer, 90s, party",307253,No One,2 Unlimited
4266,38785,Summertime!,"summer, 90s, party",307264,Macarena (Bayside Boys Mix),Los Del Rio
4266,38785,Summertime!,"summer, 90s, party",307256,Summer Summer,Loft
4266,38785,Summertime!,"summer, 90s, party",307255,Fresh,Beat System
4266,38785,Summertime!,"summer, 90s, party",307262,Where Do You Go,No Mercy
4266,38785,Summertime!,"summer, 90s, party",307259,Sunshine,Umboza
4266,38785,Summertime!,"summer, 90s, party",307254,Samba De Janeiro,Bellini
4266,38785,Summertime!,"summer, 90s, party",307263,Bailando,Paradisio
